url,label
http://125.75.4.222/update,1
https://www.password.net/account/youtube/bank?instagram=linkedin&bank=discover&github=amazon,0
http://github.co@ebay.net/suspended,1
https://www.ciai.net/password,1
http://netflix.biz/eqwqtqdr6ilv/uz3ca6zvnr2/e1ky9889w43x/e6rf99m4t4?update=1&wallet=yes,1
http://www.twitter.biz/facebook/login,0
https://www.bank.confirm.gov,0
http://www.visa.co,0
http://user.net/zik3tkevj/elhaf6nt/hzs2fb4d/0zm2hgf5s5?update=yes&signin=true&wallet=1&confirm=confirm,1
http://signin-mastercard.user.co,1
https://secure.net/72r2p07s7d3p6/lf9dl197zy2/ask48e6z7dcu5h/d617yyad/lkoxlhri?suspended=true&activity=1&access=yes&paypal=confirm,1
https://34.124.127.185/authenticate,1
https://www.apple.net,0
https://github.edu@google.org/update,1
https://www.admin.netflix-google.info/verify,0
http://www.facebook.info,0
https://admni.edu/suspended/limited,1
https://bank.biz@secure.edu/notification,1
http://wellsfargo.edu,0
https://target.org/eq7oxoont/v1m19t1tre/5twhz0s99mgg/v7dj1u89d9/ohmvi471togw1n/dmnr35hhds8f4bs/qel853n7314a3?notification=yes&verify=1&verify=1&activity=true,1
https://54.174.24.130/security,1
https://www.user.io,0
https://goo.gl/wxdsEQ,1
http://update-youtube.instagram.net,1
http://bank-twitter.google.co,1
http://www.bank.io,0
http://signin-visa.walmart.gov,1
http://www.secure.edu,0
https://www.linkedin.biz,0
http://www.discover.edu,0
https://www.bank.com,0
http://wellsfargo.gov/netflix/confirm,0
https://ow.ly/gBwWJ,1
http://www.target.org,0
https://75.96.240.209/authenticate,1
https://151.167.218.151/unusual,1
https://www.password.net/youtube?linkedin=facebook&secure=microsoft&google=profile,0
http://www.spotify.signin.co,0
http://tinyurl.com/7Md354qv,1
http://signin.gov@twitter.io/password,1
http://microsoft.biz@walmart.net/banking,1
https://microsoft.edu@github.biz/suspended,1
http://www.pessword.info/paypal/access,1
http://citi-spotify.bank.net,1
https://www.paypal-profile.gov,0
http://bank.net/ihd8tty9xjnu/6n0swf41yayp/jr3rcjykd/zxxtvevldh86/jn1rg0i2dqu1?limited=1&unusual=yes&suspended=1&secure=yes,1
https://verify.edu@amazon.gov/important,1
https://210.106.97.189/important,1
https://github-walmart.amazon.co,1
http://www.acdount.com/password/limited,1
https://www.mastercard.biz,0
https://discover-github.linkedin.io,1
https://www.account.org,0
https://mastercard.biz/4dpmx1icv17/m8ueihddv/wserx3qucy5dr4h/7w39meapu?login=1&login=true&paypal=yes&verify=1&suspended=yes,1
http://www.youtube.com,0
https://www.bank.com/account,0
http://www.login.co/facebook/apple,0
https://www.ebay.co,0
https://www.microsoft.edu/update/official,1
https://visa.edu/instagram?verify=password&youtube=facebook,0
https://mastrecard.net/secure/important,1
http://secure.signin-secure.facebook.net,1
http://www.citi.net,0
http://175.105.156.182/notification,1
http://login.net@wellsfargo.net/banking,1
https://visa.co/twitter,0
http://instagram.net/4g2sj6w12h56vo4/93wn7eaqut4/gt67ientkgn/zlphdprpq03lhl8/mm9j70pr?account=1&official=confirm&account=confirm&official=confirm,1
https://www.instagram.biz/twitter/admin,0
http://dashboard.com@user.info/verify,1
https://www.logzn.com/verify/confirm,1
http://confirm.info,0
http://confirm.google-google.walmart.org,1
https://target.admin.com,0
http://www.discover.biz/twitter/target/update?mastercard=instagram,0
http://signin.biz@visa.biz/verify,1
https://www.apple.co/spotify/verify/verify,0
http://bit.ly/5AwXNf,1
https://github.gov@confirm.info/wallet,1
https://56.131.180.83/password,1
https://www.dashboard.org,0
http://www.discover.gov,0
https://google.gov/twitter,0
http://www.facebook.info,0
https://www.twitter-walmart.gov,0
http://profile.edu@instagram.biz/official,1
http://activity.account-profile.google.com,1
http://microsoft.com,0
https://password.biz,0
https://www.confirm.mastercard-login.co/target,0
http://www.twitter.org/citi,0
https://41.89.242.190/limited,1
http://account.io/27dz3ec1g/pc4lrsnh3a429/uj76g5sptvbsh83/vsclfb286xjowd/twb7vporhvv1h/4h510sdk?signin=true&unusual=1&paypal=true,1
https://www.spotify.info,0
http://www.wellsfargo.ebay.edu/target?confirm=spotify,0
http://twitter.co/njfn5sig6mans0a/i4y8koyxl/mbt20600q0ku/nenpje5yg5kuf45/cewr4e9mwzj0u2/qzxzvve1r/9ptk273tj4?login=1&wallet=true,1
http://www.update.info,0
http://bit.ly/9Nw9oV65,1
https://www.facebook.com,0
https://walmart.co/ut10kp2mbot9dy5/vllws4acyu3a31/mnugle0td?access=1&secure=1&banking=true&suspended=1,1
http://github.info/49wagmo9r7rv/6x9oae5r001du/q9p67ex8?paypal=1&wallet=yes&security=yes&verify=true&signin=yes,1
http://www.uzer.info/login/suspended,1
https://www.admin.biz,0
http://www.target-spotify.io/github/user?signin=ebay,0
https://profile.edu@confirm.io/alert,1
https://94.101.133.62/secure,1
https://wellsfargo.info,0
https://www.dashboxrd.io/urgent,1
https://www.verify.walmart.gov,0
https://fayebook.org/suspended,1
https://www.veriey.io/activity/confirm,1
http://www.amazon-facebook.io/signin?microsoft=youtube,0
https://secure.co@account.edu/activity,1
https://secure.github-netflix.chase.com,1
http://dashboard.com/50rcbjss9gskj/4ens93u4n/a85m94q1/0a2v5a9pjqllhl6/kezoqs5rg86xi3q/3g003rn8879qmy/2jrmznjbgtimx?signin=true&banking=yes&verify=1&confirm=true&activity=true,1
http://150.93.179.71/authenticate,1
https://mastercard.com/ba88g2cnwjakayk/2b9uh0lne/7e2062b01/7i9ltqocai/5n8zfaoyi1h/qyl8kst52hca5jz/kt01gcx06x3u4h?password=yes&login=confirm&limited=confirm&account=true,1
http://www.login.info/spotify/github/confirm,0
https://www.instagram.twitter.edu/google/update/linkedin,0
http://www.visa.edu,0
http://twitter.info/cysfgzl68khzn3/ij5w611l/c8t5wmdp?security=1&security=confirm&verify=yes&password=confirm&wallet=yes,1
https://verufy.edu/authenticate,1
http://www.instagram.wellsfargo.org/paypal,0
https://www.walmart.gov,0
http://www.linkedin.net,0
http://youtube.net/ebay/microsoft?admin=spotify&secure=amex&profile=profile,0
https://twitter.co/j7d160wv/wm7b1pf4a4ew/405dcocm/k5w9u0yy44ap/z67x1ar2iqtof1e/uawkijd0v8h9dn?access=yes&wallet=true,1
http://www.google.co,0
https://www.twitter.net,0
http://password.secure-verify.google.org,1
http://login.signin.gov/netflix/target,0
http://microsoft.gov/woc08j4o3bbb2/upylynaa/gth1viuaewzbdmd?verify=yes&account=yes,1
http://target.edu/microsoft,0
http://visa-paypal.amazon.org,1
http://admin-github.info/signin,0
http://wamlart.gov/activity/notification,1
http://amazjn.edu/account/secure,1
http://www.target.net/dashboard?user=update&visa=confirm&verify=twitter,0
https://amazon-signin.discover.edu,1
http://www.amabon.com/alert,1
https://www.update.net/dashboard,0
https://www.usmr.co/verify,1
http://www.user.co,0
https://133.165.181.169/update,1
http://confirm-admin.paypal.info,1
http://citi.net@admin.co/unusual,1
https://goo.gl/eEnxVP,1
http://ow.ly/4hZf5V,1
https://user.net/ttmzqb5m9/jstcvjxwxppes8/23ow6in9x/f9pl7kvve81h/b50mzclito3okv/9u1nhr1c/7gzblf9j28?authenticate=1&password=confirm&access=confirm&update=1&paypal=confirm,1
http://100.163.226.247/update,1
https://www.user.login.edu,0
https://bit.ly/fZxsG,1
https://www.twitter.org/amazon/login,0
http://www.gihtub.co/account/account,1
https://www.verify.edu/mastercard/amazon,0
http://www.citi.target.io/spotify/apple,0
https://241.8.143.96/banking,1
http://www.update-paypal.info,0
https://233.193.133.140/signin,1
https://instagram.edu/linkedin/mastercard/netflix,0
http://www.linkedin.signin-bank.biz,0
https://google.org/gb61bbwhphja7/1hq7f7ig/vw8r2y9iaw9/ik6q73p7mobexam/yy9scaf6ko37z7e?confirm=yes&account=yes,1
https://www.apple.microsoft.co,0
http://account.walmart-discover.dashboard.biz,1
http://www.paypal.edu,0
https://target.info,0
http://www.confirm.edu/signin,0
http://twitter-youtube.spotify.info,1
http://www.paypal.signin.org,0
http://linkedin.info,0
http://www.porfile.info/login/notification,1
http://t.co/iZLA21,1
https://54.249.37.215/verify,1
https://instagram.com@password.org/update,1
https://www.spocify.co/paypal/important,1
https://www.verify.info,0
http://instagram.org@chase.edu/secure,1
http://profile-google.signin.gov,1
http://www.signin.com/instagram/amazon/paypal?github=login,0
http://www.google.net,0
https://www.paypal.gov/mastercard/wellsfargo/profile,0
http://10.57.88.66/urgent,1
http://password.instagram-youtube.linkedin.gov,1
https://www.update.wellsfargo.gov,0
https://www.linkedin.org,0
http://www.facebook.io/password,0
http://4.143.211.30/signin,1
